id,title,year,duration,genre,rating_imdb,oscar
tt0253474,The Pianist,2002,150,"Docudrama, Epic, Period Drama, Tragedy, War Epic, Biography, Drama, Music, War",8.5,0
tt0142681,Nanak Naam Jahaz Hai,1969,140,Drama,8.5,0
tt0407887,The Departed,2006,151,"Cop Drama, Epic, Gangster, Crime, Drama, Thriller",8.5,0
tt9362722,Spider-Man: Across the Spider-Verse,2023,140,"Computer Animation, Superhero, Supernatural Fantasy, Teen Adventure, Urban Adventure, Action, Adventure, Animation, Family, Fantasy",8.5,1
tt0054407,The Hole,1960,131,"Crime, Drama, Thriller",8.5,2
tt0057565,High and Low,1963,143,"Police Procedural, Crime, Drama, Mystery, Thriller",8.4,0
tt2649912,Tulsi,1985,135,Drama,8.4,0
tt0189154,Toplo,1978,97,Comedy,8.4,0
tt26758372,Meiyazhagan,2024,177,"Drama, Family",8.4,0
tt0090605,Aliens,1986,137,"Alien Invasion, Cyberpunk, Space SciFi, Action, Adventure, SciFi, Thriller",8.4,0
tt4242438,Saheb,1981,125,"Drama, Family, Musical",8.4,0
tt0810768,Been Rich All My Life,2006,81,Documentary,8.4,0
tt0078788,Apocalypse Now,1979,147,"Adventure Epic, Epic, Psychological Drama, Quest, War Epic, Drama, Mystery, War",8.4,0
tt4154796,Avengers: Endgame,2019,181,"Space SciFi, Superhero, Time Travel, Tragedy, Action, Adventure, Drama, SciFi",8.4,1
tt1187043,3 Idiots,2009,170,"ComingofAge, Comedy, Drama",8.4,0
tt10850320,Luther: Never Too Much,2024,101,"Biography, Documentary, Music",8.4,0
tt2380307,Coco,2017,105,"Computer Animation, Supernatural Fantasy, Adventure, Animation, Drama, Family, Fantasy, Music, Mystery",8.4,0
tt33303798,Zurawski v Texas,2024,98,Documentary,8.4,0
tt6255478,The Heart of Nuba,2016,85,"Biography, Documentary, War",8.4,0
tt0252196,Aditya 369,1991,140,"Action, Adventure, Comedy, SciFi",8.4,0
tt0215911,Koshish,1972,125,Drama,8.4,0
tt33030375,The New Year That Never Came,2024,138,"Drama, History",8.4,0
tt10407900,The Cure: Anniversary 1978-2018 Live in Hyde Park,2019,137,"Documentary, Music",8.4,0
tt0058625,Woman in the Dunes,1964,147,"Drama, Thriller",8.4,2
tt0106534,The Earth's Most Beloved Son,1993,138,Drama,8.4,0
tt0290937,Yoddha,1992,149,"Action, Comedy, Drama, Fantasy, Thriller",8.4,0
tt0172776,Mars na Drinu,1964,107,"Action, Drama, History, War",8.4,0
tt0892375,U2 3D,2007,85,"Concert, Music Documentary, Documentary, Music",8.4,0
tt0079606,National Class Category Up to 785 Ccm,1979,105,"Comedy, Drama, Sport",8.4,0
tt0085913,Masoom,1983,165,"Drama, Family",8.4,0
tt0209144,Memento,2000,113,"Psychological Thriller, Suspense Mystery, Mystery, Thriller",8.4,2
tt29843440,"Nosotros, los De la Fe",2023,118,Comedy,8.4,0
tt26548265,Maharaja,2024,141,"OnePerson Army Action, Action, Crime, Drama, Thriller",8.4,0
tt1003116,Pete Seeger: The Power of Song,2007,93,"Documentary, Music",8.4,0
tt0396087,Khachaturian,2003,83,"Biography, Documentary, Music",8.4,0
tt8267604,Capernaum,2018,126,Drama,8.4,1
tt0361748,Inglourious Basterds,2009,153,"Dark Comedy, Period Drama, Adventure, Drama, War",8.4,0
tt0184756,Mr. Muhsin,1987,119,"Comedy, Drama, Music",8.4,0
tt0082728,Mera spored mera,1981,288,Drama,8.4,0
tt0400234,Black Friday,2004,143,"True Crime, Action, Crime, Drama, History",8.4,0
tt0090141,Tears Are Not Enough,1985,84,"Documentary, Music",8.4,0
tt6093162,I'll Push You: A Real-Life Inspiration,2017,100,"Adventure, Documentary, Drama",8.4,0
tt0191456,Simhasan,1979,170,"Political Drama, Crime, Drama",8.4,0
tt0057695,"Me, Grandma, Iliko and Ilarion",1962,90,"Comedy, Romance",8.4,0
tt0277203,The Optimists,2001,83,Documentary,8.4,0
tt0082971,Raiders of the Lost Ark,1981,115,"Adventure Epic, Desert Adventure, Globetrotting Adventure, Quest, Action, Adventure",8.4,0
tt0091559,Mouna Ragam,1986,146,"Drama, Romance",8.4,0
tt0954008,The Singing Revolution,2006,94,"Documentary, History, Music",8.4,0
tt0456047,Our Family,1975,92,"Comedy, Drama, Family",8.4,0
tt4476736,Hamlet,2015,217,Drama,8.4,0
tt5311514,Your Name.,2016,106,"Anime, Shjo, Animation, Drama, Fantasy, Romance",8.4,0
tt0405094,The Lives of Others,2006,137,"Political Thriller, Psychological Drama, Spy, Drama, Mystery, Thriller",8.4,0
tt0155487,Amaram,1991,150,Drama,8.4,0
tt0059550,Operation 'Y' & Other Shurik's Adventures,1965,95,"Slapstick, Comedy, Crime, Drama, Romance",8.4,0
tt0910970,WALL·E,2008,98,"Adventure Epic, Artificial Intelligence, Computer Animation, Dystopian SciFi, Space SciFi, Adventure, Animation, Family, SciFi",8.4,0
tt13327144,The Forgotten Carols,2020,130,Musical,8.4,0
tt23016388,Coldplay Music of The Spheres Live Broadcast from Buenos Aires,2022,150,Music,8.4,0
tt0057640,Venusberg,1963,88,"Comedy, Drama",8.4,0
tt0081505,The Shining,1980,146,"Psychological Drama, Psychological Horror, Supernatural Horror, Drama, Horror",8.4,0
tt3674140,The Salt of the Earth,2014,110,"Biography, Documentary, History",8.4,1
tt0383846,"When I Grow Up, I'll Be a Kangaroo",2004,92,Comedy,8.4,0
tt4154756,Avengers: Infinity War,2018,149,"Space SciFi, Superhero, Action, Adventure, SciFi",8.4,1
tt0289967,Smiling Eyes,1977,97,"Comedy, Drama, Family, Romance",8.4,0
tt21626284,Lost Ladies,2023,122,"Comedy, Drama",8.4,0
tt1313104,The Cove,2009,92,"Crime Documentary, Nature Documentary, Biography, Crime, Documentary, History",8.4,0
tt0073000,The Pinchcliffe Grand Prix,1975,88,"Car Action, Motorsport, Stop Motion Animation, Animation, Comedy, Family, Sport",8.4,0
tt9151704,Burn the Stage: The Movie,2018,84,"Concert, Documentary, Music",8.4,0
tt0416960,The Lizard,2004,115,"Satire, Comedy, Drama",8.4,0
tt0237682,Sadayam,1992,147,"Drama, Thriller",8.4,0
tt15832390,A Father's Heart,2022,91,Documentary,8.4,0
tt4633694,Spider-Man: Into the Spider-Verse,2018,117,"Computer Animation, Superhero, Supernatural Fantasy, Teen Adventure, Urban Adventure, Action, Adventure, Animation, Comedy, Family",8.4,0
tt10545076,Bring the Soul: The Movie,2019,103,"Documentary, Music",8.4,0
tt0082096,Das Boot,1981,149,"War Epic, Drama, War",8.4,6
tt0086879,Amadeus,1984,160,"Costume Drama, Epic, Period Drama, Tragedy, Biography, Drama, Music",8.4,0
tt0111614,Vertical Reality,1994,92,"Documentary, Sport",8.4,0
tt2651624,"The Need for Speed, Bicycle Messengers in New York",1993,70,Documentary,8.4,0
tt0409902,Divino: Anak ni Totoy Mola,1998,88,"Drama, Romance",8.4,0
tt8884088,Bolshoi Ballet: Swan Lake,2015,160,"Fantasy, Music, Musical, Romance",8.4,0
tt0465904,Balika Badhu,1967,130,Drama,8.4,0
tt10122042,Kingdom Men Rising,2019,93,Documentary,8.4,0
tt11396310,Viduthalai: Part 1,2023,150,"Action, Crime, Drama, Thriller",8.3,0
tt0084894,The Weavers: Wasn't That a Time,1981,78,"Documentary, Music",8.3,1
tt0211915,Amélie,2001,122,"FeelGood Romance, Quirky Comedy, Romantic Comedy, Comedy, Romance",8.3,5
tt1049413,Up,2009,96,"ComingofAge, Computer Animation, Globetrotting Adventure, Adventure, Animation, Comedy, Drama, Family",8.3,0
tt0134402,Twenty Years Later,1984,119,"Documentary, History",8.3,0
tt6487050,May it Last: A Portrait of the Avett Brothers,2017,104,"Documentary, Music",8.3,0
tt1606829,The Other Dream Team,2012,89,"Basketball, Sports Documentary, Documentary, Sport",8.3,0
tt0179955,Cat City,1986,96,"Adult Animation, Adventure, Animation, Comedy, Crime, Family, SciFi",8.3,0
tt11867398,Tharle Nan Maga,1992,109,Comedy,8.3,0
tt0364569,Oldboy,2003,120,"Dark Comedy, OnePerson Army Action, Psychological Drama, Psychological Thriller, Action, Drama, Mystery, Thriller",8.3,0
